Month_year,Consultation_Type,Case,Age_Sex,Count,Age_Group,Sex,Age_Group_Num
2023 - 11,1,83,40-44 Female,5.0,40-44,Female,40-44
2023 - 11,1,6,40-44 Female,4.0,40-44,Female,40-44
2023 - 11,1,7,40-44 Female,3.0,40-44,Female,40-44
2023 - 11,1,1,40-44 Female,4.0,40-44,Female,40-44
2023 - 11,1,17,40-44 Female,2.0,40-44,Female,40-44
2023 - 11,1,5,40-44 Female,1.0,40-44,Female,40-44
2023 - 11,1,3,40-44 Female,1.0,40-44,Female,40-44
2023 - 11,2,11,40-44 Female,1.0,40-44,Female,40-44
2023 - 11,2,59,40-44 Female,2.0,40-44,Female,40-44
2023 - 11,2,12,40-44 Female,1.0,40-44,Female,40-44
2023 - 11,3,86,40-44 Female,1.0,40-44,Female,40-44
2023 - 10,1,1,40-44 Female,2.0,40-44,Female,40-44
2023 - 10,1,6,40-44 Female,4.0,40-44,Female,40-44
2023 - 10,1,3,40-44 Female,2.0,40-44,Female,40-44
2023 - 10,1,4,40-44 Female,6.0,40-44,Female,40-44
2023 - 10,1,7,40-44 Female,5.0,40-44,Female,40-44
2023 - 10,1,48,40-44 Female,1.0,40-44,Female,40-44
2023 - 10,1,10,40-44 Female,5.0,40-44,Female,40-44
2023 - 10,1,8,40-44 Female,4.0,40-44,Female,40-44
2023 - 10,1,5,40-44 Female,1.0,40-44,Female,40-44
2023 - 10,1,17,40-44 Female,2.0,40-44,Female,40-44
2023 - 10,2,12,40-44 Female,6.0,40-44,Female,40-44
2023 - 10,2,17,40-44 Female,1.0,40-44,Female,40-44
2023 - 10,2,15,40-44 Female,3.0,40-44,Female,40-44
2023 - 10,2,16,40-44 Female,1.0,40-44,Female,40-44
2023 - 10,2,14,40-44 Female,1.0,40-44,Female,40-44
2023 - 10,3,52,40-44 Female,1.0,40-44,Female,40-44
2023 - 9,1,1,40-44 Female,3.0,40-44,Female,40-44
2023 - 9,1,6,40-44 Female,1.0,40-44,Female,40-44
2023 - 9,1,3,40-44 Female,3.0,40-44,Female,40-44
2023 - 9,1,4,40-44 Female,1.0,40-44,Female,40-44
2023 - 9,1,7,40-44 Female,5.0,40-44,Female,40-44
2023 - 9,1,10,40-44 Female,4.0,40-44,Female,40-44
2023 - 9,1,8,40-44 Female,4.0,40-44,Female,40-44
2023 - 9,1,48,40-44 Female,1.0,40-44,Female,40-44
2023 - 9,1,84,40-44 Female,1.0,40-44,Female,40-44
2023 - 9,2,35,40-44 Female,0.0,40-44,Female,40-44
2023 - 9,2,12,40-44 Female,3.0,40-44,Female,40-44
2023 - 9,2,11,40-44 Female,0.0,40-44,Female,40-44
2023 - 9,2,17,40-44 Female,2.0,40-44,Female,40-44
2023 - 9,2,49,40-44 Female,0.0,40-44,Female,40-44
2023 - 9,2,95,40-44 Female,0.0,40-44,Female,40-44
2023 - 9,2,15,40-44 Female,0.0,40-44,Female,40-44
2023 - 9,2,16,40-44 Female,0.0,40-44,Female,40-44
2023 - 9,2,51,40-44 Female,0.0,40-44,Female,40-44
2023 - 9,2,14,40-44 Female,1.0,40-44,Female,40-44
2023 - 4,1,2,45-49 Male,9.0,45-49,Male,45-49
2023 - 4,1,3,45-49 Male,1.0,45-49,Male,45-49
2023 - 4,1,4,45-49 Male,1.0,45-49,Male,45-49
2023 - 4,1,6,45-49 Male,1.0,45-49,Male,45-49
2023 - 4,1,7,45-49 Male,3.0,45-49,Male,45-49
2023 - 4,1,8,45-49 Male,1.0,45-49,Male,45-49
2023 - 4,2,11,45-49 Male,1.0,45-49,Male,45-49
2023 - 4,2,17,45-49 Male,1.0,45-49,Male,45-49
2023 - 4,2,20,45-49 Male,1.0,45-49,Male,45-49
2023 - 8,1,4,45-49 Male,1.0,45-49,Male,45-49
2023 - 8,1,8,45-49 Male,4.0,45-49,Male,45-49
2023 - 8,1,10,45-49 Male,6.0,45-49,Male,45-49
2023 - 8,1,33,45-49 Male,1.0,45-49,Male,45-49
2023 - 8,1,17,45-49 Male,2.0,45-49,Male,45-49
2023 - 8,2,34,45-49 Male,2.0,45-49,Male,45-49
2023 - 8,2,12,45-49 Male,1.0,45-49,Male,45-49
2023 - 8,2,17,45-49 Male,3.0,45-49,Male,45-49
2023 - 8,2,37,45-49 Male,4.0,45-49,Male,45-49
2023 - 8,2,38,45-49 Male,2.0,45-49,Male,45-49
2023 - 8,3,21,45-49 Male,1.0,45-49,Male,45-49
2023 - 12,1,1,45-49 Male,1.0,45-49,Male,45-49
2023 - 12,1,6,45-49 Male,1.0,45-49,Male,45-49
2023 - 12,1,3,45-49 Male,2.0,45-49,Male,45-49
2023 - 12,1,4,45-49 Male,2.0,45-49,Male,45-49
2023 - 12,1,7,45-49 Male,1.0,45-49,Male,45-49
2023 - 12,2,50,45-49 Male,1.0,45-49,Male,45-49
2023 - 12,2,14,45-49 Male,1.0,45-49,Male,45-49
2023 - 12,3,54,45-49 Male,1.0,45-49,Male,45-49
2023 - 7,1,4,45-49 Male,3.0,45-49,Male,45-49
2023 - 7,1,7,45-49 Male,3.0,45-49,Male,45-49
2023 - 7,1,8,45-49 Male,1.0,45-49,Male,45-49
2023 - 7,1,10,45-49 Male,2.0,45-49,Male,45-49
2023 - 7,1,5,45-49 Male,2.0,45-49,Male,45-49
2023 - 7,2,59,45-49 Male,2.0,45-49,Male,45-49
2023 - 7,2,11,45-49 Male,1.0,45-49,Male,45-49
2023 - 7,2,12,45-49 Male,1.0,45-49,Male,45-49
2023 - 6,1,1,45-49 Male,1.0,45-49,Male,45-49
2023 - 6,1,4,45-49 Male,2.0,45-49,Male,45-49
2023 - 6,1,9,45-49 Male,1.0,45-49,Male,45-49
2023 - 6,1,3,45-49 Male,2.0,45-49,Male,45-49
2023 - 6,1,7,45-49 Male,2.0,45-49,Male,45-49
2023 - 6,1,73,45-49 Male,1.0,45-49,Male,45-49
2023 - 6,1,17,45-49 Male,1.0,45-49,Male,45-49
2023 - 6,1,8,45-49 Male,2.0,45-49,Male,45-49
2023 - 6,2,12,45-49 Male,2.0,45-49,Male,45-49
2023 - 6,2,15,45-49 Male,1.0,45-49,Male,45-49
2023 - 6,2,11,45-49 Male,1.0,45-49,Male,45-49
2023 - 6,2,36,45-49 Male,3.0,45-49,Male,45-49
2023 - 6,2,17,45-49 Male,2.0,45-49,Male,45-49
2023 - 6,2,14,45-49 Male,1.0,45-49,Male,45-49
2023 - 11,1,4,45-49 Male,4.0,45-49,Male,45-49
2023 - 11,1,83,45-49 Male,7.0,45-49,Male,45-49
2023 - 11,1,7,45-49 Male,4.0,45-49,Male,45-49
2023 - 11,1,17,45-49 Male,1.0,45-49,Male,45-49
2023 - 11,1,84,45-49 Male,2.0,45-49,Male,45-49
2023 - 11,2,59,45-49 Male,1.0,45-49,Male,45-49
2023 - 11,2,16,45-49 Male,1.0,45-49,Male,45-49
2023 - 11,2,12,45-49 Male,1.0,45-49,Male,45-49
2023 - 11,3,94,45-49 Male,1.0,45-49,Male,45-49
2023 - 10,1,6,45-49 Male,1.0,45-49,Male,45-49
2023 - 10,1,3,45-49 Male,2.0,45-49,Male,45-49
2023 - 10,1,4,45-49 Male,2.0,45-49,Male,45-49
2023 - 10,1,7,45-49 Male,4.0,45-49,Male,45-49
2023 - 10,1,48,45-49 Male,1.0,45-49,Male,45-49
2023 - 10,1,10,45-49 Male,1.0,45-49,Male,45-49
2023 - 10,1,8,45-49 Male,1.0,45-49,Male,45-49
2023 - 10,2,49,45-49 Male,3.0,45-49,Male,45-49
2023 - 10,2,11,45-49 Male,1.0,45-49,Male,45-49
2023 - 10,2,15,45-49 Male,1.0,45-49,Male,45-49
2023 - 9,1,1,45-49 Male,1.0,45-49,Male,45-49
2023 - 9,1,6,45-49 Male,1.0,45-49,Male,45-49
2023 - 9,1,4,45-49 Male,6.0,45-49,Male,45-49
2023 - 9,1,7,45-49 Male,3.0,45-49,Male,45-49
2023 - 9,1,10,45-49 Male,2.0,45-49,Male,45-49
2023 - 9,1,8,45-49 Male,4.0,45-49,Male,45-49
2023 - 9,2,35,45-49 Male,0.0,45-49,Male,45-49
2023 - 9,2,12,45-49 Male,2.0,45-49,Male,45-49
2023 - 9,2,11,45-49 Male,1.0,45-49,Male,45-49
2023 - 9,2,17,45-49 Male,3.0,45-49,Male,45-49
2023 - 9,2,49,45-49 Male,0.0,45-49,Male,45-49
2023 - 9,2,95,45-49 Male,0.0,45-49,Male,45-49
2023 - 9,2,15,45-49 Male,1.0,45-49,Male,45-49
2023 - 9,2,16,45-49 Male,0.0,45-49,Male,45-49
2023 - 9,2,51,45-49 Male,0.0,45-49,Male,45-49
2023 - 9,2,14,45-49 Male,0.0,45-49,Male,45-49
2023 - 9,3,52,45-49 Male,1.0,45-49,Male,45-49
2023 - 4,1,2,45-49 Female,14.0,45-49,Female,45-49
2023 - 4,1,3,45-49 Female,1.0,45-49,Female,45-49
2023 - 4,1,4,45-49 Female,2.0,45-49,Female,45-49
2023 - 4,1,5,45-49 Female,1.0,45-49,Female,45-49
2023 - 4,1,7,45-49 Female,1.0,45-49,Female,45-49
2023 - 4,1,8,45-49 Female,1.0,45-49,Female,45-49
2023 - 4,1,10,45-49 Female,5.0,45-49,Female,45-49
2023 - 4,2,11,45-49 Female,1.0,45-49,Female,45-49
2023 - 4,2,12,45-49 Female,2.0,45-49,Female,45-49
2023 - 4,3,22,45-49 Female,1.0,45-49,Female,45-49
2023 - 8,1,1,45-49 Female,2.0,45-49,Female,45-49
2023 - 8,1,3,45-49 Female,2.0,45-49,Female,45-49
2023 - 8,1,4,45-49 Female,1.0,45-49,Female,45-49
2023 - 8,1,7,45-49 Female,1.0,45-49,Female,45-49
2023 - 8,1,8,45-49 Female,2.0,45-49,Female,45-49
2023 - 8,1,10,45-49 Female,4.0,45-49,Female,45-49
2023 - 8,1,33,45-49 Female,1.0,45-49,Female,45-49
2023 - 8,2,34,45-49 Female,1.0,45-49,Female,45-49
2023 - 8,2,12,45-49 Female,4.0,45-49,Female,45-49
2023 - 8,2,38,45-49 Female,1.0,45-49,Female,45-49
2023 - 12,1,1,45-49 Female,2.0,45-49,Female,45-49
2023 - 12,1,6,45-49 Female,4.0,45-49,Female,45-49
2023 - 12,1,4,45-49 Female,4.0,45-49,Female,45-49
2023 - 12,1,7,45-49 Female,3.0,45-49,Female,45-49
2023 - 12,1,10,45-49 Female,2.0,45-49,Female,45-49
2023 - 12,1,8,45-49 Female,2.0,45-49,Female,45-49
2023 - 12,2,12,45-49 Female,3.0,45-49,Female,45-49
2023 - 12,2,15,45-49 Female,1.0,45-49,Female,45-49
2023 - 12,2,50,45-49 Female,1.0,45-49,Female,45-49
2023 - 12,2,14,45-49 Female,1.0,45-49,Female,45-49
2023 - 12,3,53,45-49 Female,1.0,45-49,Female,45-49
2023 - 7,1,1,45-49 Female,3.0,45-49,Female,45-49
2023 - 7,1,4,45-49 Female,3.0,45-49,Female,45-49
2023 - 7,1,7,45-49 Female,1.0,45-49,Female,45-49
2023 - 7,1,6,45-49 Female,1.0,45-49,Female,45-49
2023 - 7,1,8,45-49 Female,1.0,45-49,Female,45-49
2023 - 7,1,10,45-49 Female,5.0,45-49,Female,45-49
2023 - 7,2,59,45-49 Female,2.0,45-49,Female,45-49
2023 - 7,2,11,45-49 Female,2.0,45-49,Female,45-49
2023 - 7,2,12,45-49 Female,2.0,45-49,Female,45-49
2023 - 7,2,60,45-49 Female,1.0,45-49,Female,45-49
2023 - 6,1,4,45-49 Female,4.0,45-49,Female,45-49
2023 - 6,1,9,45-49 Female,1.0,45-49,Female,45-49
2023 - 6,1,7,45-49 Female,2.0,45-49,Female,45-49
2023 - 6,1,10,45-49 Female,4.0,45-49,Female,45-49
2023 - 6,1,17,45-49 Female,1.0,45-49,Female,45-49
2023 - 6,1,8,45-49 Female,2.0,45-49,Female,45-49
2023 - 6,2,12,45-49 Female,6.0,45-49,Female,45-49
2023 - 6,2,36,45-49 Female,1.0,45-49,Female,45-49
2023 - 6,2,17,45-49 Female,1.0,45-49,Female,45-49
2023 - 6,2,75,45-49 Female,1.0,45-49,Female,45-49
2023 - 6,3,76,45-49 Female,1.0,45-49,Female,45-49
2023 - 11,1,4,45-49 Female,6.0,45-49,Female,45-49
2023 - 11,1,83,45-49 Female,2.0,45-49,Female,45-49
2023 - 11,1,6,45-49 Female,2.0,45-49,Female,45-49
2023 - 11,1,7,45-49 Female,2.0,45-49,Female,45-49
2023 - 11,1,1,45-49 Female,2.0,45-49,Female,45-49
2023 - 11,1,3,45-49 Female,1.0,45-49,Female,45-49
2023 - 11,2,59,45-49 Female,2.0,45-49,Female,45-49
2023 - 11,2,35,45-49 Female,1.0,45-49,Female,45-49
2023 - 11,2,12,45-49 Female,3.0,45-49,Female,45-49
2023 - 10,1,1,45-49 Female,1.0,45-49,Female,45-49
2023 - 10,1,6,45-49 Female,5.0,45-49,Female,45-49
2023 - 10,1,4,45-49 Female,4.0,45-49,Female,45-49
2023 - 10,1,7,45-49 Female,3.0,45-49,Female,45-49
2023 - 10,1,48,45-49 Female,1.0,45-49,Female,45-49
2023 - 10,1,10,45-49 Female,4.0,45-49,Female,45-49
2023 - 10,1,8,45-49 Female,2.0,45-49,Female,45-49
2023 - 10,1,17,45-49 Female,1.0,45-49,Female,45-49
2023 - 10,2,12,45-49 Female,3.0,45-49,Female,45-49
2023 - 10,2,11,45-49 Female,1.0,45-49,Female,45-49
2023 - 10,2,17,45-49 Female,1.0,45-49,Female,45-49
2023 - 10,2,95,45-49 Female,1.0,45-49,Female,45-49
2023 - 9,1,1,45-49 Female,2.0,45-49,Female,45-49
2023 - 9,1,6,45-49 Female,1.0,45-49,Female,45-49
2023 - 9,1,4,45-49 Female,3.0,45-49,Female,45-49
2023 - 9,1,10,45-49 Female,6.0,45-49,Female,45-49
2023 - 9,1,8,45-49 Female,2.0,45-49,Female,45-49
2023 - 9,1,48,45-49 Female,1.0,45-49,Female,45-49
2023 - 9,1,5,45-49 Female,1.0,45-49,Female,45-49
2023 - 9,2,35,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,12,45-49 Female,1.0,45-49,Female,45-49
2023 - 9,2,11,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,17,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,49,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,95,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,15,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,16,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,51,45-49 Female,0.0,45-49,Female,45-49
2023 - 9,2,14,45-49 Female,0.0,45-49,Female,45-49
2023 - 4,1,2,50-54 Male,3.0,50-54,Male,50-54
2023 - 4,1,5,50-54 Male,2.0,50-54,Male,50-54
2023 - 4,1,7,50-54 Male,2.0,50-54,Male,50-54
2023 - 4,1,10,50-54 Male,3.0,50-54,Male,50-54
2023 - 4,2,11,50-54 Male,1.0,50-54,Male,50-54
2023 - 4,2,12,50-54 Male,3.0,50-54,Male,50-54
2023 - 4,2,17,50-54 Male,1.0,50-54,Male,50-54
2023 - 4,3,23,50-54 Male,1.0,50-54,Male,50-54
2023 - 4,3,25,50-54 Male,1.0,50-54,Male,50-54
2023 - 8,1,3,50-54 Male,3.0,50-54,Male,50-54
2023 - 8,1,4,50-54 Male,5.0,50-54,Male,50-54
2023 - 8,1,7,50-54 Male,2.0,50-54,Male,50-54
2023 - 8,1,8,50-54 Male,1.0,50-54,Male,50-54
2023 - 8,1,10,50-54 Male,5.0,50-54,Male,50-54
2023 - 8,1,33,50-54 Male,2.0,50-54,Male,50-54
2023 - 8,1,17,50-54 Male,3.0,50-54,Male,50-54
2023 - 8,2,34,50-54 Male,2.0,50-54,Male,50-54
2023 - 8,2,12,50-54 Male,1.0,50-54,Male,50-54
2023 - 8,2,17,50-54 Male,3.0,50-54,Male,50-54
2023 - 8,2,15,50-54 Male,3.0,50-54,Male,50-54
2023 - 8,2,37,50-54 Male,1.0,50-54,Male,50-54
2023 - 8,2,38,50-54 Male,1.0,50-54,Male,50-54
2023 - 8,3,22,50-54 Male,1.0,50-54,Male,50-54
2023 - 12,1,1,50-54 Male,1.0,50-54,Male,50-54
2023 - 12,1,6,50-54 Male,2.0,50-54,Male,50-54
2023 - 12,1,3,50-54 Male,1.0,50-54,Male,50-54
2023 - 12,1,4,50-54 Male,1.0,50-54,Male,50-54
2023 - 12,1,7,50-54 Male,3.0,50-54,Male,50-54
2023 - 12,1,5,50-54 Male,1.0,50-54,Male,50-54
2023 - 12,1,10,50-54 Male,1.0,50-54,Male,50-54
2023 - 12,1,17,50-54 Male,2.0,50-54,Male,50-54
2023 - 12,2,50,50-54 Male,1.0,50-54,Male,50-54
2023 - 7,1,3,50-54 Male,2.0,50-54,Male,50-54
2023 - 7,1,4,50-54 Male,4.0,50-54,Male,50-54
2023 - 7,1,7,50-54 Male,4.0,50-54,Male,50-54
2023 - 7,1,10,50-54 Male,1.0,50-54,Male,50-54
2023 - 7,1,33,50-54 Male,2.0,50-54,Male,50-54
2023 - 7,1,17,50-54 Male,1.0,50-54,Male,50-54
2023 - 7,2,59,50-54 Male,4.0,50-54,Male,50-54
2023 - 7,2,15,50-54 Male,1.0,50-54,Male,50-54
2023 - 7,2,17,50-54 Male,1.0,50-54,Male,50-54
2023 - 7,2,60,50-54 Male,1.0,50-54,Male,50-54
2023 - 7,2,61,50-54 Male,1.0,50-54,Male,50-54
2023 - 7,2,62,50-54 Male,2.0,50-54,Male,50-54
2023 - 7,3,68,50-54 Male,1.0,50-54,Male,50-54
2023 - 6,1,1,50-54 Male,1.0,50-54,Male,50-54
2023 - 6,1,4,50-54 Male,2.0,50-54,Male,50-54
2023 - 6,1,3,50-54 Male,2.0,50-54,Male,50-54
2023 - 6,1,7,50-54 Male,6.0,50-54,Male,50-54
2023 - 6,1,10,50-54 Male,3.0,50-54,Male,50-54
2023 - 6,1,8,50-54 Male,1.0,50-54,Male,50-54
2023 - 6,2,15,50-54 Male,1.0,50-54,Male,50-54
2023 - 6,2,17,50-54 Male,1.0,50-54,Male,50-54
2023 - 6,2,75,50-54 Male,2.0,50-54,Male,50-54
2023 - 6,3,81,50-54 Male,1.0,50-54,Male,50-54
2023 - 11,1,4,50-54 Male,2.0,50-54,Male,50-54
2023 - 11,1,83,50-54 Male,1.0,50-54,Male,50-54
2023 - 11,1,6,50-54 Male,3.0,50-54,Male,50-54
2023 - 11,1,7,50-54 Male,7.0,50-54,Male,50-54
2023 - 11,1,1,50-54 Male,1.0,50-54,Male,50-54
2023 - 11,1,17,50-54 Male,1.0,50-54,Male,50-54
2023 - 11,1,84,50-54 Male,1.0,50-54,Male,50-54
2023 - 11,1,3,50-54 Male,1.0,50-54,Male,50-54
2023 - 11,2,59,50-54 Male,4.0,50-54,Male,50-54
2023 - 11,2,12,50-54 Male,2.0,50-54,Male,50-54
2023 - 11,3,89,50-54 Male,1.0,50-54,Male,50-54
2023 - 10,1,1,50-54 Male,1.0,50-54,Male,50-54
2023 - 10,1,6,50-54 Male,3.0,50-54,Male,50-54
2023 - 10,1,4,50-54 Male,1.0,50-54,Male,50-54
2023 - 10,1,7,50-54 Male,4.0,50-54,Male,50-54
2023 - 10,1,10,50-54 Male,1.0,50-54,Male,50-54
2023 - 10,2,49,50-54 Male,2.0,50-54,Male,50-54
2023 - 9,1,1,50-54 Male,3.0,50-54,Male,50-54
2023 - 9,1,7,50-54 Male,5.0,50-54,Male,50-54
2023 - 9,1,10,50-54 Male,2.0,50-54,Male,50-54
2023 - 9,1,84,50-54 Male,1.0,50-54,Male,50-54
2023 - 9,2,35,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,12,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,11,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,17,50-54 Male,2.0,50-54,Male,50-54
2023 - 9,2,49,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,95,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,15,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,16,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,51,50-54 Male,0.0,50-54,Male,50-54
2023 - 9,2,14,50-54 Male,0.0,50-54,Male,50-54
2023 - 4,1,2,50-54 Female,16.0,50-54,Female,50-54
2023 - 4,1,3,50-54 Female,1.0,50-54,Female,50-54
2023 - 4,1,4,50-54 Female,3.0,50-54,Female,50-54
2023 - 4,1,5,50-54 Female,2.0,50-54,Female,50-54
2023 - 4,1,6,50-54 Female,1.0,50-54,Female,50-54
2023 - 4,1,7,50-54 Female,2.0,50-54,Female,50-54
2023 - 4,1,8,50-54 Female,2.0,50-54,Female,50-54
2023 - 4,1,10,50-54 Female,4.0,50-54,Female,50-54
2023 - 4,2,11,50-54 Female,2.0,50-54,Female,50-54
2023 - 4,2,12,50-54 Female,3.0,50-54,Female,50-54
2023 - 4,2,17,50-54 Female,1.0,50-54,Female,50-54
2023 - 4,2,20,50-54 Female,2.0,50-54,Female,50-54
2023 - 8,1,1,50-54 Female,2.0,50-54,Female,50-54
2023 - 8,1,9,50-54 Female,1.0,50-54,Female,50-54
2023 - 8,1,4,50-54 Female,3.0,50-54,Female,50-54
2023 - 8,1,7,50-54 Female,2.0,50-54,Female,50-54
2023 - 8,1,8,50-54 Female,2.0,50-54,Female,50-54
2023 - 8,1,10,50-54 Female,2.0,50-54,Female,50-54
2023 - 8,1,33,50-54 Female,1.0,50-54,Female,50-54
2023 - 8,2,34,50-54 Female,2.0,50-54,Female,50-54
2023 - 8,2,12,50-54 Female,1.0,50-54,Female,50-54
2023 - 8,2,37,50-54 Female,4.0,50-54,Female,50-54
2023 - 8,2,38,50-54 Female,1.0,50-54,Female,50-54
2023 - 12,1,1,50-54 Female,2.0,50-54,Female,50-54
2023 - 12,1,3,50-54 Female,4.0,50-54,Female,50-54
2023 - 12,1,7,50-54 Female,2.0,50-54,Female,50-54
2023 - 12,1,5,50-54 Female,1.0,50-54,Female,50-54
2023 - 12,1,10,50-54 Female,1.0,50-54,Female,50-54
2023 - 12,1,48,50-54 Female,1.0,50-54,Female,50-54
2023 - 12,1,8,50-54 Female,2.0,50-54,Female,50-54
2023 - 12,2,49,50-54 Female,2.0,50-54,Female,50-54
2023 - 12,2,11,50-54 Female,1.0,50-54,Female,50-54
2023 - 12,2,12,50-54 Female,2.0,50-54,Female,50-54
2023 - 12,2,50,50-54 Female,3.0,50-54,Female,50-54
2023 - 7,1,1,50-54 Female,1.0,50-54,Female,50-54
2023 - 7,1,3,50-54 Female,3.0,50-54,Female,50-54
2023 - 7,1,4,50-54 Female,3.0,50-54,Female,50-54
2023 - 7,1,7,50-54 Female,3.0,50-54,Female,50-54
2023 - 7,1,6,50-54 Female,1.0,50-54,Female,50-54
2023 - 7,1,10,50-54 Female,1.0,50-54,Female,50-54
2023 - 7,2,59,50-54 Female,2.0,50-54,Female,50-54
2023 - 7,2,11,50-54 Female,2.0,50-54,Female,50-54
2023 - 7,2,12,50-54 Female,3.0,50-54,Female,50-54
2023 - 7,2,62,50-54 Female,4.0,50-54,Female,50-54
2023 - 7,2,63,50-54 Female,1.0,50-54,Female,50-54
2023 - 7,3,65,50-54 Female,1.0,50-54,Female,50-54
2023 - 6,1,1,50-54 Female,1.0,50-54,Female,50-54
2023 - 6,1,9,50-54 Female,2.0,50-54,Female,50-54
2023 - 6,1,7,50-54 Female,1.0,50-54,Female,50-54
2023 - 6,1,10,50-54 Female,1.0,50-54,Female,50-54
2023 - 6,1,8,50-54 Female,3.0,50-54,Female,50-54
2023 - 6,2,12,50-54 Female,3.0,50-54,Female,50-54
2023 - 6,2,75,50-54 Female,3.0,50-54,Female,50-54
2023 - 11,1,4,50-54 Female,6.0,50-54,Female,50-54
2023 - 11,1,83,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,1,6,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,1,7,50-54 Female,6.0,50-54,Female,50-54
2023 - 11,1,1,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,1,48,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,1,84,50-54 Female,2.0,50-54,Female,50-54
2023 - 11,1,3,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,2,15,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,2,59,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,2,35,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,2,12,50-54 Female,4.0,50-54,Female,50-54
2023 - 11,3,52,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,3,93,50-54 Female,1.0,50-54,Female,50-54
2023 - 11,3,94,50-54 Female,1.0,50-54,Female,50-54
2023 - 10,1,6,50-54 Female,3.0,50-54,Female,50-54
2023 - 10,1,3,50-54 Female,1.0,50-54,Female,50-54
2023 - 10,1,4,50-54 Female,4.0,50-54,Female,50-54
2023 - 10,1,7,50-54 Female,2.0,50-54,Female,50-54
2023 - 10,1,10,50-54 Female,2.0,50-54,Female,50-54
2023 - 10,1,5,50-54 Female,1.0,50-54,Female,50-54
2023 - 10,1,17,50-54 Female,1.0,50-54,Female,50-54
2023 - 10,2,12,50-54 Female,2.0,50-54,Female,50-54
2023 - 10,2,11,50-54 Female,1.0,50-54,Female,50-54
2023 - 10,2,17,50-54 Female,1.0,50-54,Female,50-54
2023 - 10,3,52,50-54 Female,1.0,50-54,Female,50-54
2023 - 9,1,3,50-54 Female,1.0,50-54,Female,50-54
2023 - 9,1,4,50-54 Female,1.0,50-54,Female,50-54
2023 - 9,1,7,50-54 Female,4.0,50-54,Female,50-54
2023 - 9,1,10,50-54 Female,5.0,50-54,Female,50-54
2023 - 9,1,8,50-54 Female,1.0,50-54,Female,50-54
2023 - 9,2,35,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,12,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,11,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,17,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,49,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,95,50-54 Female,1.0,50-54,Female,50-54
2023 - 9,2,15,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,16,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,51,50-54 Female,0.0,50-54,Female,50-54
2023 - 9,2,14,50-54 Female,0.0,50-54,Female,50-54
2023 - 4,1,1,55-59 Male,4.0,55-59,Male,55-59
2023 - 4,1,2,55-59 Male,6.0,55-59,Male,55-59
2023 - 4,1,3,55-59 Male,1.0,55-59,Male,55-59
2023 - 4,1,4,55-59 Male,2.0,55-59,Male,55-59
2023 - 4,1,5,55-59 Male,1.0,55-59,Male,55-59
2023 - 4,1,7,55-59 Male,7.0,55-59,Male,55-59
2023 - 4,1,10,55-59 Male,2.0,55-59,Male,55-59
2023 - 4,2,11,55-59 Male,1.0,55-59,Male,55-59
2023 - 4,2,15,55-59 Male,1.0,55-59,Male,55-59
2023 - 4,2,16,55-59 Male,2.0,55-59,Male,55-59
2023 - 4,2,17,55-59 Male,2.0,55-59,Male,55-59
2023 - 4,3,21,55-59 Male,1.0,55-59,Male,55-59
2023 - 4,3,22,55-59 Male,1.0,55-59,Male,55-59
2023 - 8,1,4,55-59 Male,2.0,55-59,Male,55-59
2023 - 8,1,7,55-59 Male,9.0,55-59,Male,55-59
2023 - 8,1,10,55-59 Male,3.0,55-59,Male,55-59
2023 - 8,1,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 8,2,17,55-59 Male,1.0,55-59,Male,55-59
2023 - 8,2,37,55-59 Male,1.0,55-59,Male,55-59
2023 - 12,1,1,55-59 Male,3.0,55-59,Male,55-59
